"KEY","EN","BG","ESP"
"STR_GAMBLE_SESSIONS_IN","Gamble Sessions In:","Влизане в удвоителна сесия:","Entrada de Sesiones de Apuesta:"
"STR_GAMBLE_SESSIONS_OUT","Gamble Sessions Out:","Излизане от удвоителна сесия:","Salida de Sesiones de Apuesta:"
"STR_GAMBLE_GAMES_PLAYED","Gamble Games Played:","Изиграни игри на удвояване:","Juegos de Apuesta Jugados:"
"STR_GAMBLE_GAMES_WON","Gamble Games Won:","Спечелени игри при удвояване:","Juegos de Apuesta Ganados:"
"STR_GAMBLE_GAMES_LOST","Gamble Games Lost:","Загубени игри при удвояване:","Juegos de Apuesta Perdidos:"
"STR_VARIANT_RTP","Variant %1","Вариант %1","Variante %1"
"STR_PROGRESSIVE_HITS","Progressive Hits:","Попадения на Прогресивен:","Progresivos Conseguidos:"
"STR_HOST_BONUS_HITS","Host Bonus Hits:","Брой на получените от хоста бонуси:","Bonus Host Conseguidos:"
"STR_MYSTERY_JACKPOT_HITS","Mystery Jackpot Hits:","Попадения на Мистири Джакпот:","Jackpots Misterioso Conseguidos:"
,,,
"STR_PH_NAV_MAIN_GAME","Main Game","Основна Игра","Juego Principal"
"STR_PH_NAV_FREE_GAMES","Free Games","Свободни Игри","Juegos Gratis"
"STR_PH_NAV_GAMBLE","Gamble","Удвояване","Apostar"
"STR_PH_NAV_JP","Jackpot","Джакпот","Jackpot"
"STR_PH_NAV_GAMES","Games","Игри","Juegos"
"STR_PH_NAV_N_GAMES","%1 Games","%1 Игри","%1 Juegos"
"STR_PH_NO_GAME_INFO","NO GAME AVAILABLE","НЯМА ЗАРЕДЕНА ИГРА","NO HAY JUEGOS DISPONIBLES"
"STR_PH_GAME_INFO","Game %1 of %2 - %3","Игра %1 от %2 - %3","Juego %1 de %2 - %3"
"STR_PH_GAME_INFO_SHORT","Game %1 of %2","Игра %1 от %2","Juego %1 de %2"
"STR_PH_ID_VARIANT_TYPE","Type: %1-%2","Тип: %1-%2","Tipo: %1-%2"
"STR_PH_FREE_SPIN_INFO","Free Spin %1 of %2","Свободни игри %1 от %2","Free Spin %1 de %2"
"STR_PH_FREE_RESPIN_INFO","Free Respin %1 of %2","Допълнително завъртане %1 от %2","Free Respin %1 of %2"
"STR_PH_GRAND_SPIN_INFO","Grand Spin %1 of %2","Допълнително завъртане %1 от %2","Grand Spin %1 of %2"
"STR_PH_MEGA_SPIN_INFO","Mega Spin %1 of %2","Мега завъртане %1 от %2","Mega Spin %1 of %2"
"STR_PH_CASCADE_SPIN_INFO","Cascade Spin %1","Каскадна Врътка %1","Cascada Girar %1"
"STR_PH_SUPER_SPIN_INFO","Super Spin %1 of %2",,"Super Spin %1 de %2"
"STR_PH_BONUS_PRIZE_SPIN_INFO","Bonus Prize Spin %1 of %2",,
"STR_PH_LINE_NUM","Line %1","Линия %1","Línea %1"
"STR_PH_LINE_LEFT_NUM","Line %1 Left",,"Línea %1 Izquierda"
"STR_PH_LINE_RIGHT_NUM","Line %1 Right",,"Línea %1 Derecha"
"STR_PH_LINE_EXPAND_NUM","Line %1 Exp.",,"Línea %1"
"STR_PH_LINE_EXPAND_LEFT_NUM","Line %1 Exp. Left",,"Línea %1 Izquierda"
"STR_PH_LINE_EXPAND_RIGHT_NUM","Line %1 Exp. Right",,"Línea %1 Derecha"
"STR_PH_REEL_NUM","Reel %1","Ролка %1","Rodillo %1"
"STR_PH_WAY_NUM","Way %1","Комбинация %1",
"STR_PH_SCATTER","Scatter","Скатер","Scatter"
"STR_PH_MYSTERY_SCATTER","Mystery Scatter","Мистериозен Скатер","Scatter Misterio"
"STR_PH_CLUSTER","Cluster x%1","Група x%1","Cluster x%1"
"STR_PH_COMBINATION","Combination","Комбинация","Combinación"
"STR_PH_COMBINATION_LEFT","Combination Left","Лява комбинация","Combinación Izq"
"STR_PH_COMBINATION_RIGHT","Combination Right","Дясна комбинация","Combinación Der"
"STR_PH_WILD_CREDITS","Wild Feature","Wild Feature","Wild Feature"
"STR_PH_MEGA_SPIN_TITLE","Mega Spin Game",,
"STR_PH_COLLECTED_CLOVERS","Number of Collected Clovers","Брой събрани детелини","Número de Tréboles Recogidos"
"STR_PH_FREE_SPIN_EXPANDING_SYMBOL","Free Spins Expanding Symbol","Разпъващ символ в свободни игри","Símbolo Desplegable de Giro Libre"
"STR_PH_CURRENT_MULTIPLIER","Current Multiplier","Текущ множител","Multiplicador Actual"
"STR_PH_FREE_SPIN_MULTIPLIER","Free Spin Multiplier","Множител на Свободните Игри","Multiplicador de Free Spin"
"STR_PH_FREE_RESPIN_MULTIPLIER","Free Respin Multiplier",,"Multiplicador de Free Respin"
"STR_PH_SUPER_SPIN_MULTIPLIER","Super Spin Multiplier","Множител на Супер Игри","Multiplicador de Super Respin"
"STR_PH_MEGA_SPIN_MULTIPLIER","Mega Spin Multiplier","Множител на Мега Игри",
"STR_PH_CURRENT_MAXIMUM_AWARD_SPIN","Maximum Award Reached",,
"STR_PH_CURRENT_FREE_SPIN_WIN","Current Free Spin Win","Текуща печалба от Свободни Игри","Premio Actual de Free Spin"
"STR_PH_CURRENT_FREE_RESPIN_WIN","Current Free Respin Win","Текуща печалба от допълнително завъртане","Premio Actual de Free Respin"
"STR_PH_CURRENT_GRAND_SPIN_WIN","Current Grand Spin Win","Текуща печалба от допълнително завъртане","Premio Actual de Grand Spin"
"STR_PH_CURRENT_MEGA_SPIN_WIN","Current Mega Spin Win",,
"STR_PH_CURRENT_CASCADE_SPIN_WIN","Current Cascade Spin Win","Множител на текущата Каскадна Врътка","Cascade Actual Girar Ganar"
"STR_PH_CURRENT_SUPER_SPIN_WIN","Current Super Spin Win",,"Super Actual Girar Ganar"
"STR_PH_TOTAL_BONUS_PRIZE_WIN","Total Bonus Prize Won",,
"STR_PH_COINS_WIN","Coins Won",,
"STR_PH_MINI_LEVEL_WIN","Mini Prize Won",,
"STR_PH_MINOR_LEVEL_WIN","Minor Prize Won",,
"STR_PH_MAJOR_LEVEL_WIN","Major Prize Won",,
"STR_PH_GRAND_LEVEL_WIN","Grand Prize Won",,
"STR_PH_SUB_COINS_WIN","- Coins Won",,
"STR_PH_SUB_MINI_LEVEL_WIN","- Mini Prize Won",,
"STR_PH_SUB_MINOR_LEVEL_WIN","- Minor Prize Won",,
"STR_PH_SUB_MAJOR_LEVEL_WIN","- Major Prize Won",,
"STR_PH_SUB_GRAND_LEVEL_WIN","- Grand Prize Won",,
"STR_PH_MAJOR_JACKPOT_SPIN_WIN", "Major Prize Won",,
"STR_PH_CURRENT_CASCADE_SPIN_MULTIPLIER","Current Cascade Spin Multiplier","Множител на текущата Каскадна Врътка","Cascade Actual Girar Multiplicador"
"STR_PH_FREE_SPINS_ADDED","Plus %1 New Free Spins Added","Плюс %1 Нова Добавена Свободна Игра","Más %1 Nuevos Free Spins Añadidos"
"STR_PH_FREE_SPIN_ADDED","Plus 1 New Free Spin Added","Плюс 1 Нова Добавена Свободна Игра","Más 1 Nuevos Free Spins Añadidos"
"STR_PH_FREE_RESPINS_ADDED","Plus %1 New Respins Added",,"Más %1 Nuevos Respin Añadidos"
"STR_PH_FREE_RESPIN_ADDED","Plus %1 New Respin Added",,"Más %1 Nuevos Respin Añadidos"
"STR_PH_WON_FEATURE","Won Feature",,
"STR_PH_DATE","Date","Дата","Fecha"
"STR_PH_GAME_START_CREDIT","Game Start %1","%1 за начало на играта","%1 de Inicio de Juego"
"STR_PH_GAME_END_CREDIT","Game End %1","%1 за край на играта","%1 de Finde Juego"
"STR_PH_LINES_PLAYED","Lines Played","Брой Линии","Líneas Jugadas"
"STR_PH_SPOTS_PLAYED","Spots Played","Брой Спотове","Líneas Jugadas"
"STR_PH_BET_PER_LINE","Bet per Line","Залог на Линия","Apuesta por Líneas"
"STR_PH_BET_PER_LINE_EXTRA_BET","Extra Bet",,
"STR_PH_BET_PER_MORE_LINES","Bet per %1 Lines","Залог на %1 Линии","Apuesta por %1 Líneas"
"STR_PH_WAYS_PAY_BET","Reel Ways Pay Bet",,
"STR_PH_JUMBOWAYS_BET","Jumboways Bet",
"STR_PH_WAYS_PAY_EXTRA_BET","Reel Ways Pay Bet + Extra Bet",,
"STR_PH_BET_MULTIPLIER","Bet Multiplier","Множител на залозите",
"STR_PH_DENOMINATION","Denomination","Деноминация","Denominación"
"STR_PH_BET_OPTION","Bet Option","",""
"STR_PH_BUY_FREE_SPINS_BET","Buy Free Spins Bet"
"STR_PH_TOTAL_BET","Total Bet","Общ залог","Apuesta Total"
"STR_PH_TOTAL_WIN","Total Win","Обща Печалба","Premio total"
"STR_PH_MAXIMUM_AWARD_REACHED","Maximum Award x%1 Reached",,
"STR_PH_LINES_WIN","- Lines Win","- Печалба от линиите","- Premio de Líneas"
"STR_PH_WAYS_WIN","- Reel Ways Pay Win","- Печалба от комбинациите на печалби",
"STR_PH_JUMBOWAYS_WIN","- Jumboways Win"
"STR_PH_KENO_WIN","- Win","- Печалба","- Premio"
"STR_PH_MIRROR_FEATURE_WIN","Mirror Feature","Огледален бонус",
"STR_PH_HIDDEN_SYMBOL_WIN","Hidden Symbol","Скрит символ",
"STR_PH_JUGGLE_FEATURE_WIN","Juggle Feature","Линеен бонус",
"STR_PH_STACKS_PAY_WIN_SEPARATOR","Stacks Pay Win","Линеен бонус",
"STR_PH_HIDDEN_SIMBOL_SEPARATOR","Hidden Symbol Win","Линеен бонус",
"STR_PH_SCATTER_WIN","- Scatter Win","- Печалба от скатери","- Premio de Scatter"
"STR_PH_MYSTERY_SCATTER_WIN","- Mystery Scatter Win","- Печалба от мистериозни скатери","- Premio de Scatter Misterio"
"STR_PH_EXPAND_WIN","- Exp. Win","- Печалба от разпъване",
"STR_PH_JUGGLE_WIN","- Juggle Feature Win","- Печалба от Бонус",
"STR_PH_CLUSTER_WIN","- Cluster Win",,"- Premio de Cluster"
"STR_PH_CLUSTER_BONUS","Cluster x20",,
"STR_PH_BONUS_PRIZE_WIN","- Bonus Prize Win",,
"STR_PH_CURENT_FS_PROGRESSIVE_JP_WIN","Progressive Jackpot Win",,"Premio de Progresive Jackpot"
"STR_PH_WILD_CREDITS_WIN","- Wild Feature Win",,
"STR_PH_RESPINS_WIN","- Free Respins Win",,
"STR_PH_GRAND_SPINS_WIN","- Grand Spins Win",,
"STR_PH_CASCADING_WIN","- Cascading Win","- Каскадни печалби","- Premio de Cascading"
"STR_PH_COMBINATION_WIN","- Combination Win",,
"STR_PH_RESPIN_LINES_WIN","    - Respin Lines Win",,"- Premio de Respin de Líneas"
"STR_PH_RESPIN_WAYS_WIN","    - Respin Ways Win",,"- Premio de Respin de Combinación"
"STR_PH_RESPIN_SCATTER_WIN","- Respin Scatter Win","- Печалба от Скатер при допълнително завъртане","- Premio de Respin de Scatter"
"STR_PH_RESPIN_WILD_CREDITS_WIN","    - Respin Wild Feature Win","- Respin печалба от Wild Feature","- Premio de Respin de Wild"
"STR_PH_CASCADING_LINES_WIN","- Cascading Lines Win","- Каскадна печалба от линия","- Premio de Cascading de Líneas"
"STR_PH_CASCADING_WAYS_WIN","- Cascading Reel Ways Win","- Каскадна печалба от комбинация","- Premio de Cascading de Combinación"
"STR_PH_CASCADING_COMBINATION_WIN","- Cascading Combination Win","- Каскадна печалба от комбинация","- Premio de Cascading de Combinación"
"STR_PH_CASCADING_SCATTER_WIN","- Cascading Scatter Win","- Каскадна печалба от Скатер","- Premio de Cascading de Scatter"
"STR_PH_STACKS_PAY_WIN","- Stacks Pay Win","- Каскадна печалба от Скатер","- Premio de Cascading de Scatter"
"STR_PH_CASCADING_WILD_CREDITS_WIN","- Cascading Wild %1 Win","- Каскадна печалба от Wild %1","- Premio de Cascading de Wild %1"
"STR_PH_FREE_SPINS_WIN","- Free Spins Win","- Печалба от свободни игри","- Premio de Free Spins"
"STR_PH_FREE_SPIN_IN_GRAND_RESPIN_WIN","-- Free Spins Win","-- Печалба от свободни игри","-- Premio de Free Spins"
"STR_PH_SUPER_SPINS_WIN","- Super Spins Win","- Печалба от супер игри","- Premio de Super Spins"
"STR_PH_SUPER_SPIN_IN_FREE_SPIN_WIN","-- Super Spins Win","-- Печалба от супер игри","-- Premio de Super Spins"
"STR_PH_CASCADING_SPINS_WIN","- Cascading Spins Win","- Печалба от каскадни игри","- Premio de Super Spins"
"STR_PH_PROGRESSIVE_JP_WIN","- Progressive Jackpot Win",,"- Premio de Progresive Jackpot"
"STR_PH_COLLECT_FEATURE_WIN","- Collect Feature Win",,
"STR_PH_FEATURE_WIN","- Feature Win",,
"STR_PH_HIGH_CASH_JP_WIN","- High Cash Jackpot Win",,
"STR_PH_HIGH_CASH_MINOR_JP_WIN_MG","High Cash Minor Jackpot Win",,
"STR_PH_HIGH_CASH_MINI_JP_WIN_MG","High Cash Mini Jackpot Win",,
"STR_PH_HIGH_CASH_MAJOR_JP_WIN_MG","High Cash Major Jackpot Win",,
"STR_PH_HIGH_CASH_GRAND_JP_WIN_MG","High Cash Grand Jackpot Win",,
"STR_PH_HIGH_CASH_MINOR_JP_WIN","- High Cash Minor Jackpot Win",,
"STR_PH_HIGH_CASH_MINI_JP_WIN","- High Cash Mini Jackpot Win",,
"STR_PH_HIGH_CASH_MAJOR_JP_WIN","- High Cash Major Jackpot Win",,
"STR_PH_HIGH_CASH_GRAND_JP_WIN","- High Cash Grand Jackpot Win",,
"STR_PH_COLLECT_COINS_JP_WIN"," - Coins Won",,
"STR_PH_COLLECT_MINOR_JP_WIN"," - Minor Prize Won",,
"STR_PH_COLLECT_MINI_JP_WIN"," - Mini Prize Won",,
"STR_PH_COLLECT_MAJOR_JP_WIN"," - Major Prize Won",,
"STR_PH_COLLECT_GRAND_JP_WIN"," - Grand Prize Won",,
"STR_PH_MINOR_JP_WIN"," - Minor Jackpot Win",,
"STR_PH_MINI_JP_WIN"," - Mini Jackpot Win",,
"STR_PH_MAJOR_JP_WIN"," - Major Jackpot Win",,
"STR_PH_GRAND_JP_WIN"," - Grand Jackpot Win",,
"STR_PH_RESPIN_FEATURE","- Respin Feature Triggered",,
"STR_PH_HIGH_CASH_JACKPOT_FEATURE","- High Cash Jackpot Feature",,
"STR_PH_RESPIN_FEATURE_MG","Respin Feature Triggered",,
"STR_PH_HIGH_CASH_JACKPOT_FEATURE_MG","High Cash Jackpot Feature",,
"STR_PH_GAMBLE_WIN","Gamble","Удвояване","Apostar"
"STR_PH_SPECIAL_EVENTS","Since This Game:","От тази игра:","Desde Este Juego:"
"STR_PH_JP_PLM_WIN","- Premium Link Mystery","- Premium Link Мистири","- Misterio Premium Link"
"STR_PH_JP_LC_WIN","- Lady's Cards Mystery","- Lady's Cards Мистири","- Misterio Lady's Cards"
"STR_PH_JP_CARDS_WIN","- Jackpot Cards Mystery","- Jackpot Cards Мистири","- Misterio Jackpot Cards"
"STR_PH_COIN_JP_WIN","- Coin Jackpot Mystery","- Coin Jackpot Мистири","- Misterio Coin Jackpot"
"STR_PH_JP_2HH_MAJOR_WIN","- 2 Happy Hits Mystery Major Win","- Печалба от 2 Happy Hits Major Мистири","- Premio de Major Misterio 2 Happy Hits"
"STR_PH_JP_2HH_GRAND_WIN","- 2 Happy Hits Mystery Grand Win","- Печалба от 2 Happy Hits Grand Мистири","- Premio de Grand Misterio 2 Happy Hits"
"STR_PH_CREDIT_COLLECTED","- Collected","- Събран","- Recaudado"
"STR_PH_CREDIT_KEYED_IN","- Keyed In","- Вкарани пари чрез ключ","- Bloqueado"
"STR_PH_CREDIT_BILL_IN","- Bill In","- Вкарани банкноти","- Entrada Billete"
"STR_PH_CREDIT_COIN_IN","- Coin In","- Вкарани монети","- Entrada Moneda"
"STR_PH_CREDIT_AFT_IN","- AFT In","- Автоматизирано вкарване на пари","- Entada AFT"
"STR_PH_CREDIT_TICKET_IN","- Ticket In","- Вкаран билет","- Entrada Ticket"
"STR_PH_HOST_AWARD","- Host Award",,"- Premio de Anfitrión"
"STR_PH_MYSTERY_AWARD","- Mystery",,
"STR_PH_SCATTER_FEATURE","Scatter Feature:",,
"STR_PH_SPECAIL_FEATURE","Feature Retriggered",,
"STR_PH_FREE_SPIN_OPTION_CHOSEN","Chosen:",,"Escogido:"
"STR_PH_FREE_SPINS_SELECTED","%1 Free Spins with",,"%1 Juegos Gratis con"
"STR_PH_SUPER_STACKED_SYMBOL","as super stacked symbol",,"como símbolo super apilable"
"STR_PH_FREE_SPINS_WITH","%1 Free Spins",,"%1 Juegos Gratis"
"STR_PH_FREE_SPINS_WITH_ALL_WINS","%1 Free Spins All Wins With",,
"STR_PH_WINS_MULTIPLIER","x%1, x%2 or x%3", "x%1, x%2 or x%3", "x%1, x%2 or x%3"
"STR_PH_WINS_MULTIPLIER_SYMBOL","Are Multiplied x%1, x%2 or x%3",,
"STR_PH_FILLED_REELS_5","with reels 1, 3 and 5 whole filled with wild symbols",,
"STR_PH_FILLED_REELS_10","with reels 2 and 4 whole filled with wild symbols",,
"STR_PH_FILLED_REELS_15","with reel 3 whole filled with wild symbols",,
"STR_PH_FOUR_MULT","x%1, x%2, x%3 or x%4", "x%1, x%2, x%3 or x%4", "x%1, x%2, x%3 or x%4"
"STR_PH_GAMBLE_GAME","Gamble Game %1","Игра Удвояване %1","Juego de Apuesta %1"
"STR_PH_GAMBLE_PLAYER_CHOICE","Player's Choice","Изборът на играча","Elección del Jugador"
"STR_PH_GAMBLE_CARD","Card","Карта","Carta"
"STR_PH_GAMBLE_RESULT","Result","Резултат","Resultado"
"STR_PH_GAMBLE_BLACK","BLACK","ЧЕРЕН","NEGRO"
"STR_PH_GAMBLE_RED","RED","ЧЕРВЕН","ROJO"
"STR_PH_GAMBLE_WON","WON","СПЕЧЕЛЕНИ","HA GANADO"
"STR_PH_GAMBLE_LOST","LOST","ИЗГУБЕНИ","PERDIDO"
"STR_PH_JP_LEVEL_WON","%1 Level Won - %2","%1 спечелено ниво - %2","%1 Nivel Ganado- %2"
"STR_PH_JP_NO_WIN_GAME","No Win Game","Игра без печалба","Juego de no ganar"
"STR_PH_JP_LEGEND_SELECTED","Item selected","Елементът е избран","Elemento seleccionado"
"STR_PH_JP_LEGEND_NOT_SELECTED","Item not selected","Елементът не е избран","Elemento no seleccionado"
"STR_PH_FIGURES_COUNT","%1 figures ","%1 фигури ","%1 "
"STR_PH_FIGURES_COUNT_X","%1 x ","%1 x ","%1 x "
"STR_PH_FIGURES_COUNT_CLEAN","%1 ","%1 ","%1 "
,,,
"STR_PH_BET","Bet","Залог","Apuesta"
"STR_PH_PRIZE","Prize","Печалба","Premio"
"STR_PH_POINTS_PRIZE","Points Prize","Печалба от точки","Puntos Premios"
"STR_PH_CONV_RESERVE","Reserve","Резерва","Reserva"
"STR_PH_CONV_CREDITS","Credits","Кредити","Créditos"
"STR_PH_CONV_BANK","Bank","Банка","Banco"
"STR_PH_CONV_POINTS","Points","Точки","Puntos"
,,,
"STR_CLUBS","Clubs","Спатия","Tréboles"
"STR_DIAMONDS","Diamonds","Каро","Diamantes"
"STR_HEARTS","Hearts","Купа","Corazones"
"STR_SPADES","Spades","Пика","Picas"
,,,
"STR_MINI","Mini","Мини","Mini"
"STR_MINOR","Minor","Минор","Menor"
"STR_MAJOR","Major","Мажор","Mayor"
"STR_GRAND","Grand","Гранд","Grandioso"
,,,
"STR_VAN_PROTOCOL","VAN protocol","VAN протокол","Protocolo VAN"
"STR_VAN_CHANNEL","Channel","Канал ","Canal"
"STR_VAN_CHANNEL_NET_1","NET1","NET1","NET1"
"STR_VAN_CHANNEL_NET_2","NET2","NET2","NET2"
"STR_VAN_CHANNEL_COM_1","COM1","COM1","COM1"
"STR_VAN_CHANNEL_COM_2","COM2","COM2","COM2"
"STR_VAN_MODE","Mode","Мод","Modo"
"STR_VAN_MODE_CASH","Cash","В брой","Efectivo"
"STR_VAN_MODE_CASHLESS","Cashless","Не в брой","Cashless"
,,,
"STR_CCTALK_COINACCEPTOR_SETUP","CCTalk Coin Acceptor Settings","CCTalk Настройки на приемника на монети","Ajustes de Admisor de Moneda CCTalk"
"STR_CCTALK_COINACCEPTOR_DEVICE_NAME","Device Name: %1","Име на устройството: %1","Nombre de Dispositivo: %1"
"STR_CCTALK_COINACCEPTOR_MANUFACTURER","Manufacturer: %1","Производител: %1","Fabricante: %1"
"STR_CCTALK_COINACCEPTOR_REVISION","Software Revision: %1","Ревизия на софтуера: %1","Revisión de Software: %1"
"STR_CCTALK_COINACCEPTOR_PRODUCT_CODE","Product code: %1","Код на продукта: %1","Código de producto: %1"
"STR_CCTALK_COINACCEPTOR_SERIAL_NUMBER","Serial Number: %1","Сериен номер: %1","Número de Serie: %1"
"STR_CCTALK_COINACCEPTOR_DATABASE_VERSION","Database version: %1","Версия на база данни: %1","Versión de base de datos: %1"
"STR_CCTALK_COINACCEPTOR_COINID","Coin Id: ","ID на монетата: %1","ID de Moneda: "
"STR_CCTALK_COINACCEPTOR_ACCEPTED_COINS","Number of accepted coins: %1","Брой на приетите монети: %1","Número de monedas aceptadas: %1"
"STR_CCTALK_COINACCEPTOR_COIN_VALUE","Coin Value: ","Стойността на монетата: %1","Valor de Moneda: "
"STR_CCTALK_COINACCEPTOR_COIN_ROUTE","Coin Route: %1","Път на монетата: %1","Ruta de Moneda: %1"
"STR_COIN_STUCK","Coin stuck","Заседнала монета","Atasco de moneda"
,,,
"STR_CCTALK_HOPPER_SETUP","CCTalk Hopper Settings","CCTalk Настройки на Хопър","Ajustes de Tolva CCTalk"
"STR_CCTALK_HOPPER_DEVICE_NAME","Device Name: %1","Име на устройството: %1","Nombre de Dispositivo: %1"
"STR_CCTALK_HOPPER_MANUFACTURER","Manufacturer: %1","Производител: %1","Fabricante: %1"
"STR_CCTALK_HOPPER_EQUIPMENTCATEGORY","Equipment Category: %1","Категория на оборудването: %1","Categoría de Equipo: %1"
"STR_CCTALK_HOPPER_PRODUCT_CODE","Product Code: %1","Код на продукта: %1","Código de producto: %1"
"STR_CCTALK_HOPPER_BUILTCODE","Build code: %1","Код на билда: %1","Código de Construcción: %1"
"STR_CCTALK_HOPPER_SERIALNUMBER","Serial number: %1","Сериен Номер: %1","Número de Serie: %1"
"STR_CCTALK_HOPPER_ROMCHECKSUM","ROM checksum: %1","Проверена сумма на ROM: %1","ROM checksum: %1"
"STR_CCTALK_HOPPER_COMMSREVISION","Comms revision: %1","Комуникационна ревизия: %1","Revisión comms: %1"
,,,
"STR_CYCLE_ACCOUNTING","Cycle Accounting","Циклично отчитане","Ciclo de Contabilidad"
"STR_CYCLE_DATES","Cycle (Start Date - End Date)","Цикл (Начална дата – Крайна дата)","Ciclo (Fecha Inicio - Fecha Fin)"
"STR_CYCLE_PLAYED","Played","Изигран","Jugado"
"STR_CYCLE_COLLECTED","Collected","Събран","Recaudado"
"STR_CYCLE_RTP","RTP","RTP","RTP"
"STR_CYCLE_GAMES","Games","Игри","Juegos"
"STR_CURRENT_CYCLE","Current","Текущ","Actual"
"STR_CYCLE_LOCATION","Location","Локация","Ubicación"
"STR_CYCLE_NO_LOCATION","No Location","Няма локация","No Hay Ubicación "
"STR_CYCLE_LOCATION_GAMES","Games","Игри","Juegos"
"STR_CREDITS_ABREVIATION","cr","cr","cr"
"STR_COIN_ACCEPTOR_DIAGNOSTIC","Coin acceptor diagnostic","Апарат за монети","Diagnóstico de admisor de moneda"
"STR_INSERT_COIN","Please insert coin","Моля, поставете монета","Por favor, inserte moneda"
"STR_SUPPORTED_COINS","Supported coins","Поддържани монети","Monedas soportadas"
"STR_LAST_REGISTERED_COIN","Last coin registered: ","Последна монета е регистрирана:","Última moneda registrada:"
"STR_CYCLE_GAMES_CREDITS","Credits","Кредити","Créditos"
,,,
"STR_SET_PHYSICAL_LOCATION","Set Physical Location","Задайте физическо местоположение","Establecer ubicación física"
,,,
"STR_LANGUAGES_LABEL","Languages","Език","Idiomas"
"STR_SET_ENGLISH","English","English","English"
"STR_SET_BULGARIAN","Български","Български","Български"
"STR_SET_SPANISH","Español","Español","Español"
"STR_NO_LIMIT","No Limit","Няма ограничение",
,,,
"STR_GET","Get",,"Obtener"
"STR_CANCEL_CALLIBRATION_AND_EXIT","'%1' To Cancel Calibration and Navigate Back","'%1' за анулиране на калибрацията и връщане назад","'%1' para cancelar la calibración y navegar de nuevo"
"STR_CLEAR","Clear",,
,,,
"STR_SAS_COMMON_PDF_TITLE","SAS Setup/Common","Настройка на SAS/Често срещани","Ajuste SAS/Común"
"STR_SAS_CHANNELS_PDF_TITLE","SAS Setup/Channels","Настройка на SAS/Канали","Ajuste SAS/Canales"
"STR_SAS_VOUCHER_DATA_PDF_TITLE","SAS Setup/Voucher Data","Настройка на SAS/Данни за ваучерите","Ajuste SAS/Datos de Vale"
"STR_SAS_AFT_SETUP_PDF_TITLE","SAS Setup/AFT","Настройка на SAS/AFT","Ajuste SAS//AFT"
,,,
"STR_SAS_GAME_ID","SAS Game ID","SAS ID на играта","ID del juego SAS"
"STR_SAS_GAME_NAME","Game Name","Име на играта","Nombre del juego"
"STR_SAS_GAME_VARIANT","Game Variant","Вариант на играта","Variante del juego"
"STR_SAS_DENOMINATION","Denomination","Деноминация","Denominación"
"STR_SAS_MAX_BET_LINE","Max Bet/Line","Макс залог/линия","Máxima apuesta/línea"
,,,
"STR_HEADER_CURRENT_TIME","Time: ","Време: ","Hora: "
"STR_HEADER_GAME_VERSION","Game Version: %1","Версия: %1","Versión del Juego: %1"
"STR_METER_VALUES","Meter Values",,
"STR_RESTART_THE_MACHINE","Please restart the machine.",,
"STR_RESTART_TEXT_KENO_MANIA_GAME","Configuration updated!!! Restart is required for changing Show Statististics for / Fast Play !!!",,
"STR_RESTART_TEXT_ROULETTE_GAME","Configuration updated!!! Restart is required for changing Game active / Fast Play !!!",,
"STR_RESTART_TEXT_BACCARAT_GAME","Configuration updated!!! Restart is required for changing Baccarat Type / Side Bets !!!",,
"STR_RESTART_FAST_PLAY_TEXT","Configuration updated!!! Restart is required for changing Fast Play !!!","Конфигурацията е актуализирана !!! Рестартирането е необходимо за промяна на типа цвят / тип игра / протокол !!!","Configuración actualizada !!! Se requiere reiniciar para cambiar el tipo de color / juego activo / tipo de protocolo."
"STR_RESTART_TEXT_ROULETTE_LOCAL_GAME","Configuration updated!!! Restart is required for changing Game active / Fast Play !!!","Конфигурацията е актуализирана !!! Рестартирането е необходимо за промяна на типа цвят / тип игра / бързо изиграване !!!","Configuración actualizada !!! Se requiere reiniciar para cambiar el tipo de color / juego activo / juego rapido."
"STR_RESTART_NOW","Restart Now","Рестартиране Сега",
"STR_RESTART_CHIPS_BET_LIMITS","Configuration updated!!! Restart is required for changing the bet limits and settings!!!","Конфигурацията е актуализирана !!! Рестартирането е необходимо за промяна на лимитите на залагане и настройките !!!","Configuración actualizada !!! Se requiere reiniciar para cambiar los límites de apuesta y los ajustes."
"STR_RESTART_SIDEBET","Configuration updated!!! Restart is required for changing the sidebet settings!!!","Конфигурацията е актуализирана !!! Рестартирането е необходимо за промяна на типа на страничните залози и настройките !!!","Configuración actualizada !!! Se requiere reiniciar para cambiar los secundarias apuestas y los ajustes."
,,,
"STR_BILLACCEPTOR","Bill Validator",,
"STR_BILL_ACCEPTOR_INIT_FAIL","Validation unsuccessful !!! Bill Validator Type is not Accepted",,
"STR_OTHER_DEVICES","Other Devices","Други Устройства",
"STR_TO_STACKER","To Stacker",,
"STR_TO_PAYOUT","To Payout",,
"STR_AUTODETECT","Auto detect","Автоматично откриване",
"STR_DETECTING_PLEASE_WAIT","Detecting bill validator, please wait ...",,
"STR_CHOOSE_MANUAL","Choose Manual: ",,
"STR_BILLACCEPTOR_SETUP","Bill Validator Settings",,
"STR_BILL_CHANNEL", "%1",,
"STR_DIAGNOSTIC_BILL_CHANNEL", "Channel %1 %2",,
"STR_BILL_TICKET", "Ticket",,
"STR_CHANNEL","Channel %1: %2 %3",,
